99e09805-d6a7-4286-b8a1-411aebf3b424,2024-08-15,2024-08-18,FPAW2024
3063b816-3aa2-4c39-83e7-61fa3afad141,2018-11-2,2018-11-2,2018 Golden Gate Shred
9a36f4cb-30ef-4811-b83e-c12440ae3e91,2018-8-1,2018-8-1,2018 FPAW
f9d80c3d-549e-4954-8867-264fdacce4f1,2021-09-01,2021-09-01,Capocotta Hat September 2021
216df942-fc80-4dae-8c54-3dd480841825,2022-12-01,2022-12-01,TomaTuSet2022
9c2a4d41-9cd3-450a-924a-453d4646a2d8,2023-06-27,2023-06-27,Swedish Championship 2023
14c9346b-0ae2-4d1d-8133-3d92b9a3fe07,2025-07-19,2025-07-20,German Open 2025
1ddbad09-0e3b-40ce-87be-9dd7ac37c891,2016-6-10,2016-6-10,NBG Bridge Bash
12945538-7684-4c26-b6a9-29c7d2b2039a,2023-02-24,2023-02-26,Frisbeer2023
32ae9606-fa81-4c76-966b-192bc92ff9a5,2019-10-26,2019-10-26,123 Four Seasons Hat Tournament - Edition Fall 2019
f3670d8a-26c0-4529-97e5-2b9fc150d30c,2018-6-23,2018-6-23,2018 Munich Mash
7544d028-a114-444f-bcdd-b298c6cec8f9,2023-03-01,2023-03-01,2023 Berlin Spring Hat
327afd9d-5d67-4b5b-ab3e-8233d65dd31c,2017-7-9,2011-7-17,Italian Freestyle Open
f7c22e42-be6a-4147-abf8-5d1bc0b29efa,2016-3-19,2016-3-19,123 Four Seasons Hat Tournament - Edition Spring 2016
159d4e45-5fb5-46e4-90fd-d3177fb2b29d,2019-6-28,2019-6-28,2019 Munich Mash
203ba88a-748c-4e06-827e-39f5f8f5df22,2016-8-20,2016-8-20,2016 Sandslash
89c7650c-4cf4-4a3a-a2e3-fb0fd52a03f4,2023-07-22,2023-07-23,July2023Test
3c260aaf-3066-4eff-8813-0ca91cb241f7,2015-7-18,2015-7-25,2015 WFDF World Overall Flying Disc Championships
19b459a2-222d-4267-bb3f-c2ebd37ce4d6,2025-02-01,2025-02-01,2025 Berlin Winter Hat
4f278521-4aba-4091-9154-2d33e0be699b,2019-10-5,2019-10-5,Anzio Jam 6
19a7b7e4-32b4-4665-8b2b-7599baf45d5d,2017-7-23,2017-7-23,2017 KOVA Hat Tournament - Summer Edition
8b7b6334-beb5-49d0-89ba-ed11dce93326,2024-08-24,2024-08-24,Sandslash 2024
5a7a9f50-0f53-4704-a7b2-19785d2a9082,2013-6-1,2013-6-2,2013 - German Freestyle Championships
56f0d43c-d4cf-48a5-9886-86c06c862ff5,2015-11-14,2015-11-16,2015 JamBritannia
c4d78526-3c3d-40df-8a1e-2399e022ea1a,2018-11-17,2018-11-17,2018 Kova #6 Tournament 2018 (Fall Edition)
d321e0a1-5b05-4cd3-9d14-bea5ac11b76f,2016-5-14,2016-5-15,2016 German Championships
1d1be2e3-0f97-4999-bd47-432fefed1224,2015-5-1,2015-5-3,2015 Bibione - Italian Open Challenge
d701ec9e-929f-4a22-80b0-2b453628cc0a,2013-6-8,2013-6-9,2013 - Disc Summit
b0fd1593-c88e-4946-958c-512f6892801d,2017-7-1,2002-7-17,2017 German Freestyledisc Championships
a59da5ea-68be-4599-895d-0dea4188582a,2013-1-12,2013-1-12,2013 Austin Winter Series Open
715ef2eb-b87f-4f39-9062-2baea76e4bd2,2022-06-27,2022-06-27,2022 Allround SM Swedish Championship Open
89030704-edd1-4a64-90fc-b78f9acebf28,2024-04-06,2024-04-07,Berlin Hat Spring 2024
bab5d8ba-ec0f-49a2-8e6a-a83638ddc359,2014-10-4,2014-10-4,2014 Berlin Hat - Fall Edition
de2517dc-aea2-4b7e-91e0-8976434c0940,2015-7-11,2015-7-11,123four Seasons Hat Tournament - Edition Summer 2015
cf730584-1f8b-405e-be70-2d9bcfc6f477,2015-2-21,2015-2-22,Frisbeer Cup - Open Pairs
8a855146-d1c4-4991-8acd-bf1bdda0e2d5,2013-7-6,2013-7-7,2013 - Sportfestival Tournament
cef84045-b130-4fa5-82cc-8dbcfa922616,2025-06-28,2025-06-28,2025 123-4 Berlin HAT Summer edition
79f1a001-4178-412e-9c4f-f497098ff88a,2018-10-27,2018-10-27,123 Four Seasons Hat Tournament - Edition Fall 2018
c6d34079-f756-48a3-8810-0537f6778753,2019-8-3,2019-8-3,Medellin Freestyle Tournament - Toma Tu Set
51f0ba41-4801-4cf8-8ae0-eb12585d63a4,2016-12-17,2016-12-17,2016 Lazzaroni
d6e31218-a3d4-4911-84a3-ba6b8325fbdc,2017-11-12,2017-11-12,2017 Aichi Flying Disc Competition
3a8f9ae2-f811-4382-b700-c7745df9d7a6,2017-10-7,2017-10-7,2017 Anzio Jam
e0ab654a-8a86-4042-a03a-f93a49c7e1d7,2016-7-16,2016-7-16,1234 Seasons Hat - Summer 2016
